,Unnamed: 0,ClauseID,Doc,SentID,SentForm,ClauseForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,PredFin,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,Obl2PosID,Obl3PosID,NonAlternable,SubjChain,ObjChain,OblChain,Obl2Chain,Obl3Chain,PrevVoice1,PrevVoice2,PrevVoice3,PrevVoice4,PrevVoice5,PrevVoice6,PrevVoice7,PrevVoice8,PrevVoice9,PrevVoice10
268,268,269,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,24,IAEA Report Lessons learned,learned,V,learned,learn,VBN,Part,Tenseless,Simple,Pass,1.5,7.08e-05,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act
269,269,270,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,50,I would be interested in hearing what conclusions you reached and what you found that was most convincing.,I would be interested in hearing what conclusions you reached and what you found that was most convincing .,A,interested,interested,JJ,/,Tenseless,Simple,Act,3.5,8.13e-05,Fin,/,/,would,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1.0,PRP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Pass,Pass,Act,Act,Act,Act,Act,Act,Act,Act
270,270,271,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,50,I would be interested in hearing what conclusions you reached and what you found that was most convincing.,in hearing what conclusions you reached and what you found that was most convincing,V,hearing,hear,VBG,Ger,Tenseless,Prog,Act,2.0,6.31e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,what conclusions you reached and what you found that was most convincing,0,/,1.55e-05,conclusions,indef,Plur,3,nonconc,16.0,NNS,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Pass,Pass,Act,Act,Act,Act,Act,Act,Act
271,271,272,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,50,I would be interested in hearing what conclusions you reached and what you found that was most convincing.,you reached,V,reached,reach,VBD,Fin,Past,Simple,Act,1.0,7.94e-05,Fin,/,/,/,/,you,/,/,you,0.00977,def,Sing,2,human,pron,1.0,PRP,9,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Pass,Pass,Act,Act,Act,Act,Act,Act
272,272,273,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,50,I would be interested in hearing what conclusions you reached and what you found that was most convincing.,you found that was most convincing,V,found,find,VBD,Fin,Past,Simple,Act,1.0,0.0005009999999999999,Fin,/,/,/,/,you,/,/,you,0.00977,def,Sing,2,human,pron,1.0,PRP,13,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Pass,Pass,Act,Act,Act,Act,Act
273,273,274,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,50,I would be interested in hearing what conclusions you reached and what you found that was most convincing.,that was most convincing,A,convincing,convincing,JJ,/,Tenseless,Simple,Act,3.0,9.77e-06,Nonfin,/,/,/,/,that,/,/,that,0.0105,indef,/,3,/,wh,1.0,WDT,15,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Pass,Pass,Act,Act,Act,Act
274,274,275,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,52,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....,V,had,have,VBD,Fin,Past,Simple,Act,1.0,0.0021899999999999997,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1.0,PRP,7,a lot of glandular problems,0,/,0.00017,problems,indef,Plur,3,nonconc,8.0,NNS,full,13,As a child in the 50's,As,child,0.000209,indef,Sing,3,human,5,NN,full,3,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Pass,Pass,Act,Act,Act
275,275,276,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,52,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging,V,treated,treat,VBD,Fin,Past,Simple,Act,2.0,5.13e-05,Fin,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1.0,PRP,15,it,0,/,0.00912,it,def,Sing,3,nonconc,1.0,PRP,pron,17,with radiation therapy ( primitive at best ! ),with,therapy,2.88e-05,indef,Sing,3,nonconc,13,NN,full,20,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Pass,Act,Act
276,276,277,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,52,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,they and stopped when a lesion on my neck started enlarging,V,stopped,stop,VBD,Fin,Past,Simple,Act,1.0,6.759999999999999e-05,Fin,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1.0,PRP,15,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Pass,Act
277,277,278,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,52,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,when a lesion on my neck started enlarging,V,started,start,VBD,Fin,Past,Simple,Act,2.0,0.00021400000000000002,Fin,/,/,/,/,a lesion on my neck,/,/,lesion,1e-06,indef,Sing,3,nonconc,full,6.0,NN,31,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Pass
278,278,279,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,52,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,a lesion on my neck enlarging,V,enlarging,enlarge,VBG,Ger,Tenseless,Prog,Act,3.0,5.75e-07,Nonfin,/,/,/,/,a lesion on my neck,/,/,lesion,1e-06,indef,Sing,3,nonconc,full,6.0,NN,31,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass
279,279,280,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,52,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,they said it was not CA but stopped the treatments,V,said,say,VBD,Fin,Past,Simple,Act,1.0,0.0009119999999999999,Fin,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1.0,PRP,38,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
280,280,281,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,52,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,it was not CA,N,CA,ca,NN,/,Tenseless,Simple,Act,1.3333333333333333,3.8900000000000004e-05,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,40,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
281,281,282,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,52,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,they but stopped the treatments,V,stopped,stop,VBD,Fin,Past,Simple,Act,1.0,6.759999999999999e-05,Fin,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1.0,PRP,38,the treatments,0,/,1.17e-05,treatments,def,Plur,3,nonconc,3.0,NNS,full,47,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
282,282,283,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,53,Remember the old shoe sizing machines that was a form of radiation xray?,Remember the old shoe sizing machines that was a form of radiation xray ?,V,Remember,remember,VB,Inf,Tenseless,Simple,Act,3.0,0.000229,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the old shoe sizing machines that was a form of radiation xray,0,/,2.82e-05,machines,def,Plur,3,machine,17,NNS,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
283,283,284,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,53,Remember the old shoe sizing machines that was a form of radiation xray?,sizing,V,sizing,size,VBG,Ger,Tenseless,Prog,Act,2.0,1.17e-06,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
284,284,285,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,53,Remember the old shoe sizing machines that was a form of radiation xray?,the old shoe sizing machines that was a form of radiation xray,N,form,form,NN,/,Tenseless,Simple,Act,1.0,0.00022400000000000002,Nonfin,/,/,/,/,that,the old shoe sizing machines that was a form of radiation xray,/,that,0.0105,def,Plur,3,machine,wh,1.0,WDT,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
285,285,286,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,54,That too was stopped.,That too was stopped .,V,stopped,stop,VBN,Part,Past,Simple,Pass,1.0,6.759999999999999e-05,Fin,/,/,was,be,That,/,/,That,0.0105,indef,Sing,3,/,det,1.0,DT,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
286,286,287,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,55,Don't have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks--there can be no doubts about the effects of radiation in Chernobyl.......,Do n't have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks -- there can be no doubts about the effects of radiation in Chernobyl .......,V,have,have,VB,Inf,Pres,Simple,Act,1.0,0.0050100000000000006,Fin,/,/,Do,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act
287,287,288,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,55,Don't have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks--there can be no doubts about the effects of radiation in Chernobyl.......,to mention what radiation has done and is still doing to Hirsohima & Nagaski folks,V,mention,mention,VB,Inf,Tenseless,Simple,Act,2.0,5.5e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act
288,288,289,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,55,Don't have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks--there can be no doubts about the effects of radiation in Chernobyl.......,what radiation has done and is still doing to Hirsohima & Nagaski folks,V,done,do,VBN,Part,Pres,Perf,Act,1.0,0.00037200000000000004,Fin,/,/,has,/,radiation,/,/,radiation,2.04e-05,indef,Sing,3,conc,full,4.0,NN,7,what,0,/,0.0024,what,indef,/,3,/,1.0,WP,wh,6,to Hirsohima & Nagaski folks,to,folks,2.63e-05,indef,Plur,3,nonconc,9,NNS,full,18,/,/,/,/,/,/,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Act
289,289,290,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,55,Don't have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks--there can be no doubts about the effects of radiation in Chernobyl.......,radiation and is still doing,V,doing,do,VBG,Part,Pres,Prog,Act,2.0,0.00037200000000000004,Fin,/,/,is,/,radiation,/,/,radiation,2.04e-05,indef,Sing,3,conc,full,4.0,NN,7,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act
290,290,291,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,55,Don't have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks--there can be no doubts about the effects of radiation in Chernobyl.......,there can be no doubts about the effects of radiation in Chernobyl,V,be,be,VB,Inf,Tenseless,Simple,Act,1.0,0.0063100000000000005,Fin,/,/,can,/,no doubts about the effects of radiation in Chernobyl,/,/,doubts,1e-05,indef,Plur,3,nonconc,full,16.0,NNS,24,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Pass,Act,Act,Act,Act,Act
291,291,292,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,56,The Chernobyl Children's Project (http://www.adiccp.org/home/default.asp) offers several ways to help the children of that region.,The Chernobyl Children 's Project ( http://www.adiccp.org/home/default.asp ) offers several ways to help the children of that region .,V,offers,offer,VBZ,Fin,Pres,Simple,Act,2.0,5.6200000000000004e-05,Fin,/,/,/,/,The Chernobyl Children 's Project ( http://www.adiccp.org/home/default.asp ),/,/,Project,0.000155,def,Sing,3,org,proper,16,NNP,5,several ways to help the children of that region,0,/,0.000117,ways,indef,Plur,3,loc,12.5,NNS,full,11,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Pass,Act,Act,Act,Act
292,292,293,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,56,The Chernobyl Children's Project (http://www.adiccp.org/home/default.asp) offers several ways to help the children of that region.,to help the children of that region,V,help,help,VB,Inf,Tenseless,Simple,Act,1.0,0.000513,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the children of that region,0,/,0.000339,children,def,Plur,3,human,7.0,NNS,full,15,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Act,Act,Act
293,293,294,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,57,"One of them is the Rest and Recuperation Program, wherein a child can come to the US for a few weeks in the summer.","One of them is the Rest and Recuperation Program , wherein a child can come to the US for a few weeks in the summer .",N,Program,Program,NNP,/,Tenseless,Simple,Act,2.0,0.000166,Nonfin,/,/,/,/,One of them,/,/,them,0.00155,def,Plur,3,/,pron,3.0,PRP,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Act,Act
294,294,295,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,57,"One of them is the Rest and Recuperation Program, wherein a child can come to the US for a few weeks in the summer.",wherein a child can come to the US for a few weeks in the summer,V,come,come,VB,Inf,Tenseless,Simple,Act,1.0,0.000603,Fin,/,/,can,/,a child,/,/,child,0.000209,indef,Sing,3,human,full,2.0,NN,13,/,0,/,/,/,/,/,/,/,/,/,/,/,to the US,to,US,0.00102,def,Sing,3,org,3.5,NNP,proper,18,for a few weeks,in the summer,22,25,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Act
295,295,296,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,58,"Even a little time spent receiving wholesome, uncontaminated food, good medical care, etc. can add years to their lives.","spent receiving wholesome , uncontaminated food , good medical care , etc.",V,spent,spend,VBN,Part,Tenseless,Simple,Pass,1.0,9.77e-05,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass
296,296,297,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,58,"Even a little time spent receiving wholesome, uncontaminated food, good medical care, etc. can add years to their lives.","receiving wholesome , uncontaminated food , good medical care , etc.",V,receiving,receive,VBG,Ger,Tenseless,Prog,Act,3.0,3.5499999999999996e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,"wholesome , uncontaminated food , good medical care , etc.",0,/,0.000263,food,indef,Sing,3,conc,18,NN,full,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act
297,297,298,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,58,"Even a little time spent receiving wholesome, uncontaminated food, good medical care, etc. can add years to their lives.","Even a little time spent receiving wholesome , uncontaminated food , good medical care , etc. can add years to their lives .",V,add,add,VB,Inf,Tenseless,Simple,Act,1.0,0.000117,Fin,/,/,can,/,"Even a little time spent receiving wholesome , uncontaminated food , good medical care , etc.",/,/,time,0.00191,indef,Sing,3,time,full,29,NN,4,/,0,/,/,/,/,/,/,/,/,/,/,/,years,/,years,0.000912,indef,Plur,3,nonconc,1.0,NNS,full,19,to their lives,/,22,/,/,/,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act
298,298,299,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,59,S. and I have an acquaintance who has hosted several of these children for many years; to see these little ones breaks the heart.,S. and I have an acquaintance who has hosted several of these children for many years ; to see these little ones breaks the heart .,V,have,have,VBP,Fin,Pres,Simple,Act,1.0,0.0050100000000000006,Fin,/,/,/,/,S. and I,/,/,S.;;I,0.000513;;0.0129,def;;def,Plur,3,/;;human,proper;;pron,3.0,NNP;;PRP,1;;3,an acquaintance who has hosted several of these children for many years,0,/,3.55e-06,acquaintance,indef,Sing,3,human,18.5,NN,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Act
299,299,300,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,59,S. and I have an acquaintance who has hosted several of these children for many years; to see these little ones breaks the heart.,an acquaintance who has hosted several of these children for many years,V,hosted,host,VBN,Part,Pres,Perf,Act,2.0,1.55e-05,Fin,/,/,has,/,who,an acquaintance who has hosted several of these children for many years,/,who,0.00224,def,Sing,3,human,wh,1.0,WP,/,several of these children,0,/,0.000263,several,indef,/,3,/,6.5,JJ,NMA!,10,for many years,for,years,0.000912,indef,Plur,3,nonconc,4.0,NNS,full,16,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act
300,300,301,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,59,S. and I have an acquaintance who has hosted several of these children for many years; to see these little ones breaks the heart.,to see these little ones,V,see,see,VB,Inf,Tenseless,Simple,Act,1.0,0.0012900000000000001,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,these little ones,0,/,0.000115,ones,def,Plur,3,nonconc,4.0,NNS,full,22,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Pass,Act,Act,Act,Act,Act
301,301,302,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,59,S. and I have an acquaintance who has hosted several of these children for many years; to see these little ones breaks the heart.,to see these little ones breaks the heart,V,breaks,break,VBZ,Fin,Pres,Simple,Act,1.0,2.6300000000000002e-05,Fin,/,/,/,/,to see these little ones,/,/,see,0.00129,indef,/,3,loc,full,6.0,VB,19,the heart,0,/,0.000214,heart,def,Sing,3,loc,2.0,NN,full,25,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Pass,Act,Act,Act,Act
302,302,303,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,60,"The urge to protect and gather them all in is almost overwhelming, and makes me more grateful for the blessings I have.",to protect and gather them all in,V,protect,protect,VB,Inf,Tenseless,Simple,Act,2.0,7.59e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,them all,0,/,0.00155,them,def,Plur,3,/,2.0,PRP,pron,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Act,Act,Act
303,303,304,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,60,"The urge to protect and gather them all in is almost overwhelming, and makes me more grateful for the blessings I have.",and gather them all,V,gather,gather,VB,Inf,Tenseless,Simple,Act,2.0,1.86e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,them all,0,/,0.00155,them,def,Plur,3,/,2.0,PRP,pron,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Act,Act
304,304,305,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,60,"The urge to protect and gather them all in is almost overwhelming, and makes me more grateful for the blessings I have.","The urge to protect and gather them all in is almost overwhelming , and makes me more grateful for the blessings I have .",A,overwhelming,overwhelming,JJ,/,Tenseless,Simple,Act,4.0,1.05e-05,Nonfin,/,/,/,/,The urge to protect and gather them all in,/,/,urge,1.38e-05,def,Sing,3,nonconc,full,11.0,NN,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Act
305,305,306,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,60,"The urge to protect and gather them all in is almost overwhelming, and makes me more grateful for the blessings I have.","The urge to protect and gather them all in , and makes me more grateful for the blessings I have",V,makes,make,VBZ,Fin,Pres,Simple,Act,1.0,0.000269,Fin,/,/,/,/,The urge to protect and gather them all in,/,/,urge,1.38e-05,def,Sing,3,nonconc,full,11.0,NN,2,me,0,/,0.00331,me,def,Sing,1,human,1.0,PRP,pron,16,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass
306,306,307,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,60,"The urge to protect and gather them all in is almost overwhelming, and makes me more grateful for the blessings I have.",I have,V,have,have,VBP,Fin,Pres,Simple,Act,1.0,0.0050100000000000006,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1.0,PRP,22,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
307,307,308,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,61,"Take care, my friend, Linda","Take care , my friend , Linda",V,Take,take,VB,Fin,Tenseless,Simple,Act,1.0,0.000813,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,care,0,/,0.000347,care,indef,Sing,3,nonconc,1.0,NN,full,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,True,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
308,308,309,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,62,I'm sorry to say Elena's story has been revealed to be a fake.,I 'm sorry to say Elena 's story has been revealed to be a fake .,A,sorry,sorry,JJ,/,Tenseless,Simple,Act,2.0,0.000178,Nonfin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1.0,PRP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
309,309,310,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,62,I'm sorry to say Elena's story has been revealed to be a fake.,I to say Elena 's story has been revealed to be a fake,V,say,say,VB,Inf,Tenseless,Simple,Act,1.0,0.000776,Nonfin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1.0,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
310,310,311,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,62,I'm sorry to say Elena's story has been revealed to be a fake.,Elena 's story has been revealed to be a fake,V,revealed,reveal,VBN,Part,Pres,Perf,Pass,2.0,4.3700000000000005e-05,Fin,/,has,been,have,Elena 's story,/,/,story,0.000245,indef,Sing,3,conc,full,6.0,NN,8,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
311,311,312,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600,62,I'm sorry to say Elena's story has been revealed to be a fake.,Elena 's story to be a fake,N,fake,fake,NN,/,Tenseless,Simple,Act,1.0,3.3100000000000005e-05,Nonfin,/,/,/,/,Elena 's story,/,/,story,0.000245,indef,Sing,3,conc,full,6.0,NN,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act
